Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013
ARG;Bank concentration (%);GFDD.OI.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32,26316071;51,88486862;57,95858002;63,70885086;59,36942673;59,90650177;51,46286011;50,78703308;50,38027573;50,98303986;51,39773178;54,93219757;53,35691071;56,26128769;55,9066925;66,44081116
ARG;Bank cost to income ratio (%);GFDD.EI.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;74,48712158;73,59008789;66,85309601;88,67106628;48,49703217;96,69842529;71,97595215;68,51644135;66,25696564;74,55708313;67,54722595;64,65422821;65,9283905;64,69142914;63,50972748;65,25806427
ARG;Bank credit to bank deposits (%);GFDD.SI.04;82,08092499;123,8993759;128,9940948;105,0209274;97,68786621;99,30716705;103,9076385;79,39958954;86,59477234;87,93103027;85,25;145,0;92,0;92,5;90,0;102,7586288;85,28168488;84,50292206;88,18378448;95,37874603;105,2200241;137,6259308;191,0179138;162,6140747;135,0769958;125,7479858;106,0678329;115,7416611;94,24664307;272,2724915;189,2819214;162,522522;148,063736;120,3865967;121,612709;124,4289322;108,1510696;98,35160828;97,75046539;90,74092102;84,47463226;84,83350372;66,67412567;46,14907837;44,51610184;49,2508812;56,16525269;61,86273193;69,34873199;65,12350464;66,57224274;77,8797226;76,76804352;78,18796539
ARG;Bank deposits to GDP (%);GFDD.OI.02;;18,15047073;18,94399834;11,37787819;10,46737671;11,38759995;11,26906967;14,01930809;16,82511139;18,80853271;22,09763145;18,39134979;19,72306633;21,69546509;24,68325996;29,96102333;17,90097809;21,08784103;26,42685699;26,35305405;20,58298683;23,06055832;19,62831688;16,89685631;17,81027794;13,17399597;14,29419899;18,19674683;19,89061165;25,51907158;9,023797989;6,710306644;8,740139961;12,77970505;15,34186935;16,22504997;16,69081879;19,52635002;22,87418175;25,79169464;26,88323975;26,1599102;25,72953033;21,27793121;21,81806564;22,51334953;21,57032585;21,06740379;18,88394165;19,25129128;19,48172951;19,41353416;21,36172485;18,11960983
ARG;Bank lending-deposit spread;GFDD.EI.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,975999951;5,943999767;3,154000044;2,276000023;3,072999954;2,993000031;2,747999907;11,54199982;12,43000031;8,986000061;4,162000179;2,401000023;2,20600009;3,079999924;8,418999672;4,051000118;1,391000032;3,407999992;2,036999941;2,292000055
ARG;Bank net interest margin (%);GFDD.EI.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,919490099;3,868082285;9,202474594;8,416815758;2,157262802;3,841379404;4,449223518;4,001958847;5,159017563;5,622376442;6,674227238;8,241495132;8,082782745;9,422964096;7,96521759
ARG;Bank noninterest income to total income (%);GFDD.EI.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46,77523041;46,96365356;47,81377792;24,28315544;49,99534988;77,59274292;57,04295349;61,22663879;65,83235168;50,99141312;51,41304779;51,10654068;45,70320129;49,12502289;47,29845428;46,65546799
ARG;Bank nonperforming loans to gross loans (%);GFDD.SI.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,300000191;8,899999619;16,0;13,10000038;18,10000038;17,70000076;10,69999981;5,199999809;3,400000095;2,700000048;3,10800004;3,467000008;2,117000103;1,396000028;1,73300004;1,73300004
ARG;Bank overhead costs to total assets (%);GFDD.EI.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,845460892;4,095351696;19,97242355;6,554924965;5,330771446;5,963824749;6,104942322;6,942692757;6,797683716;6,925682068;7,314514637;8,224767685;8,366893768;8,7828722;7,605872154
ARG;Bank regulatory capital to risk-weighted assets (%);GFDD.SI.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20,39999962;20,79999924;10,60000038;;;14,5;14,0;15,30000019;16,89999962;16,89999962;16,86700058;18,81299973;17,67099953;15,61299992;17,12199974;13,61100006
ARG;Bank return on assets (%, after tax);GFDD.EI.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,160184294;0,190028965;0,180499598;-14,71607304;-1,916377544;-2,996433258;1,547254682;1,968832731;1,090379238;1,630166411;2,203170776;2,543556213;2,7183249;2,917572737;2,096904993
ARG;Bank return on assets (%, before tax);GFDD.EI.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,428097486;0,620071411;1,04707396;-14,45727062;-1,825377107;-2,899945259;1,650097728;2,205105066;1,361985207;1,981611371;3,102979422;3,592404127;3,989897966;4,474155903;3,308353186
ARG;Bank return on equity (%, after tax);GFDD.EI.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,813719988;2,228643894;1,556251764;-27,01810074;-17,65849304;-26,35206795;13,24113369;14,9375639;7,853237629;12,28611279;17,2732048;20,23481941;21,7702179;22,77410126;16,57897377
ARG;Bank return on equity (%, before tax);GFDD.EI.10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,847219944;7,272146225;9,027779579;-23,21894073;-16,81996727;-4,742370129;14,12124538;16,73016739;9,809425354;14,93485641;24,33132172;28,56949234;31,92703629;34,91566467;26,15717125
ARG;Bank Z-score;GFDD.SI.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,26770997;2,022431374;3,289570808;-4,733551025;2,406497478;1,823029041;3,154339314;3,601591587;3,405161858;3,256672144;3,400276899;3,384469032;3,482696056;3,611530542;3,236411572
ARG;Banking crisis dummy (1=banking crisis, 0=none);GFDD.OI.19;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;1,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
ARG;Boone indicator;GFDD.OI.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,045709401;-0,050636888;-0,033826545;0,318019718;0,064144693;-0,077132471;-0,059608933;-0,045110751;-0,048055101;-0,051061537;-0,083831608;-0,082361668;-0,088782221;-0,091016851;-0,105628714
ARG;Central bank assets to GDP (%);GFDD.DI.06;;10,31556606;12,68400002;8,057272911;7,295260429;7,933885574;8,013953209;8,359970093;7,559849262;6,937139511;7,097597599;6,778241634;6,851570606;7,303301334;9,934661865;14,49214745;8,410997391;6,202580452;6,379395485;4,033902168;2,694296837;5,210633278;6,730555534;11,11452484;13,62541866;10,59245586;12,76107121;17,66202164;18,51499557;20,97691154;8,843586922;5,719483376;4,862267494;4,521443844;3,929697514;3,293040276;3,073066473;2,751715422;2,523799658;2,361338615;2,422842026;5,182014942;13,77561283;16,21507263;14,73723602;12,13982773;8,863739967;7,255103588;6,376805782;7,535716057;8,638989449;9,796684265;12,93052864;12,98904037
ARG;Checks used to make payments (% age 15+);GFDD.AI.19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,892435312;;
ARG;Consolidated foreign claims of BIS reporting banks to GDP (%);GFDD.OI.14;;;;;;;;;;;;;;;;;;;;;;;;26,762;22,43;35,96;30,561;31,56;27,309;36,845;19,625;14,841;14,465;14,249;15,253;16,351;18,645;26,631;28,053;32,127;32,429;27,46;38,74;27,637;20,168;14,999;16,194;14,369;10,725;11,183;10,72;10,834;10,054;8,981
ARG;Consumer price index (2005=100, average);GFDD.OE.02;2,83e-11;3,33e-11;4,4e-11;5,63e-11;6,64e-11;9,17e-11;1,19e-10;1,52e-10;1,66e-10;1,78e-10;2,16e-10;3,01e-10;4,94e-10;7,1e-10;9,93e-10;4,33e-09;1,94e-08;5,04e-08;1,36e-07;3,26e-07;6,12e-07;1,42e-06;4,39e-06;2,34e-05;0,000184452;0,000895363;0,001628723;0,004475628;0,021832664;1,096724272;15,83583164;29,13586044;34,2480011;36,77035904;38,1876297;38,80159378;38,82266998;38,95000839;39,20877457;38,49624634;38,21482849;37,62501144;53,033535;54,97261047;58,32648087;65,51609802;71,96169281;78,06118011;83,71135712;90,16062927;100,0;109,5326538;121,3980179;134,6678619
ARG;Consumer price index (2005=100, December);GFDD.OE.01;2,83e-11;3,33e-11;4,4e-11;5,63e-11;6,64e-11;9,17e-11;1,19e-10;1,52e-10;1,66e-10;1,78e-10;2,16e-10;3,01e-10;4,94e-10;7,1e-10;9,93e-10;4,33e-09;1,94e-08;5,04e-08;1,36e-07;3,26e-07;6,12e-07;1,42e-06;4,39e-06;2,34e-05;0,000184452;0,000895363;0,001628723;0,004475628;0,021832664;1,096724272;15,83583164;29,13586044;34,2480011;36,77035904;38,1876297;38,80159378;38,82266998;38,95000839;39,20877457;38,49624634;38,21482849;37,62501144;53,033535;54,97261047;58,32648087;65,51609802;71,96169281;78,06118011;83,71135712;90,16062927;100,0;109,5326538;121,3980179;134,6678619
ARG;Corporate bond average maturity (years);GFDD.DM.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,585835934;3,052054882;8,413698196;4,71887064;6,036862373;5,692396164;4,460618019;5,292370796;2,933196068;6,027257442;9,199680328;6,758449554;3,689127684;4,618185043
ARG;Corporate bond issuance volume to GDP (%);GFDD.DM.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,24354887;0,050123699;0,13025102;0,042558216;0,196238354;0,348731935;0,496077538;0,658835709;0,338522762;0,361855686;0,445967495;0,266575545;0,397462189;0,601281524
ARG;Credit card (% age 15+);GFDD.AI.20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21,94088936;;
ARG;Credit to government and state owned enterprises to GDP (%);GFDD.EI.08;;;;;;;;;;;;;;;;;;;;;4,382999897;8,61400032;10,58899975;6,97300005;7,546000004;5,362999916;5,718999863;7,981999874;7,768000126;30,32099915;10,02600002;5,869999886;4,834000111;5,554999828;4,320000172;6,026000023;6,72300005;6,984000206;7,778999805;9,826000214;10,01500034;11,02299976;30,05599976;25,24699974;23,04999924;18,92499924;13,54599953;10,22099972;8,392000198;9,878000259;10,63099957;8,645999908;8,815999985;8,501999855
ARG;Debit card (% age 15+);GFDD.AI.21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29,84970093;;
ARG;Deposit money bank assets to deposit money bank assets and central bank assets (%);GFDD.DI.04;63,8888855;68,67089081;66,30136871;64,05228424;62,78713608;63,93244934;62,98292542;65,76126099;70,61090088;74,76634979;75,44554138;77,5;77,4193573;75,3968277;71,72774506;67,27604675;75,42591858;79,60012054;83,74386597;92,129776;88,77006531;85,50338745;86,43028259;68,77748871;74,4535141;61,55791092;62,88472748;57,19848633;62,57414246;82,42444611;76,00863647;74,85147095;82,73595428;82,59677887;88,19689941;88,64128113;89,79806519;91,39813232;92,89780426;93,81606293;92,66087341;80,35063171;71,17622375;68,30187225;69,50239563;74,3952179;75,6750412;77,11217499;76,12947083;73,02736664;71,66053772;68,78857422;63,55996704;59,41109467
ARG;Deposit money banks' assets to GDP (%);GFDD.DI.02;;20,34292412;26,42199898;15,08666706;12,61579704;13,70532131;13,91232586;15,09914494;16,35827065;18,55847359;21,40748978;22,11391449;23,54694366;23,42764664;27,538414;33,75558853;20,46980095;21,73703957;28,49244881;30,59354973;25,26061249;34,67169952;41,24805069;39,08252335;33,80225754;22,02039528;21,01537132;26,23198318;27,40797424;;35,58618927;17,54357338;18,18325806;21,55654907;23,07752419;25,1526413;25,48971558;26,66986847;29,76010132;33,22804642;33,41265106;32,86988449;41,50230026;37,42198944;32,66429138;30,93685532;26,6174736;23,4953804;20,878088;21,98786354;22,51352501;22,95633698;24,9793644;20,55597496
ARG;Depositing/withdrawing at least once in a typical month (% age 15+);GFDD.AI.26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32,37553406;;
ARG;Domestic credit to private sector (% of GDP);GFDD.DI.14;13,6112442;14,08812141;12,01111412;11,52006054;10,62669373;10,10666943;11,06047535;10,94357109;13,86592293;15,97850132;17,53874397;18,021698;17,27463722;16,70557594;19,17380905;16,44134903;13,56276703;18,38290977;20,55711746;24,05622673;25,39579201;33,55230713;33,90637207;28,11827469;25,00099945;17,36414146;16,90723038;21,2973156;20,33583641;39,71749496;15,60169506;12,58720303;15,44533539;18,28460503;20,28057861;19,96060753;20,18700218;21,93345833;24,15329933;24,89334297;23,89473343;20,8335743;15,33185863;10,7627058;8,766121864;9,588260651;10,54499817;11,43647099;11,02626324;10,97716141;11,64868832;13,25317574;14,62025452;15,76996613
ARG;Electronic payments used to make payments (% age 15+);GFDD.AI.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,653090954;;
ARG;External loans and deposits of reporting banks vis-à-vis all sectors (% of domestic bank deposits);GFDD.OI.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,17835617;53,24455643;57,00882721;52,43271637;49,78942108;50,75098419;36,36434937;114,0462036;81,6714325;70,07659912;55,71938705;50,45914078;48,63295364;48,78664017;45,31819153;33,71386719;27,44431686;24,16817474;24,5893383
ARG;External loans and deposits of reporting banks vis-à-vis the banking sector (% of domestic bank deposits);GFDD.OI.10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22,977108;20,44331932;31,18886566;28,85683441;26,11999702;28,7614975;8,438621521;24,53986931;12,6286335;9,519397736;5,734992027;4,430669785;4,773808002;3,867479324;3,307585239;2,54689765;2,192605257;2,472517014;2,469130278
ARG;External loans and deposits of reporting banks vis-à-vis the nonbanking sectors (% of domestic bank deposits);GFDD.OI.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38,20124817;32,8012352;25,81995964;23,57588196;23,66942406;21,98948479;27,92572975;89,5063324;69,0428009;60,55720139;49,98439407;46,0284729;43,85914612;44,91916275;42,01060486;31,1669693;25,25171089;21,69565773;22,12020874
ARG;Financial system deposits to GDP (%);GFDD.DI.08;;18,30943298;19,22599792;11,62378693;10,76871967;11,84005928;11,95255756;15,03735065;18,14390945;20,54146576;24,28246689;19,43985748;19,96116066;22,18651581;25,68299484;31,41293144;19,02225876;23,7301178;30,63450241;30,32891655;23,58577919;26,90496063;22,33745766;18,09755325;18,70249176;13,53347397;14,63208485;18,62960815;20,36040878;26,03900337;9,110131264;6,765617847;8,831440926;12,92854595;15,52233696;16,37874794;16,80700874;19,64073563;22,98377419;25,90127945;26,99515533;26,26443863;25,81063271;21,3330307;21,86628151;22,56171417;21,62952042;21,142416;18,95110512;19,32492638;19,56230927;19,48836517;21,44969749;18,19232368
ARG;Firms identifying access to finance as a major constraint (%);GFDD.AI.36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38,5;;;;43,5;;;
ARG;Firms not needing a loan (%);GFDD.AI.32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35,2;;;;17,1;;;
ARG;Firms using banks to finance investments (%);GFDD.AI.28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6,9;;;;30,3;;;
ARG;Firms using banks to finance working capital (%);GFDD.AI.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28,7;;;;33,3;;;
ARG;Firms whose recent loan application was rejected (%);GFDD.AI.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARG;Firms with a bank loan or line of credit (%);GFDD.AI.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39,4;;;;49,3;;;
ARG;Firms with a checking or savings account (%);GFDD.AI.27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98,2;;;;96,2;;;
ARG;Foreign bank assets among total bank assets (%);GFDD.OI.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29,0;27,0;26,0;27,0;28,0;28,0;24,0;29,0;27,0;
ARG;Foreign banks among total banks (%);GFDD.OI.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22,0;24,0;29,0;32,0;37,0;37,0;37,0;34,0;35,0;33,0;32,0;32,0;32,0;33,0;33,0;33,0;33,0;32,0;32,0
ARG;GDP (Current USD);NY.GDP.MKTP.CD;;;24450604878,0;18272123664,0;25605249382,0;28344705968,0;28630474726,0;24256667555,0;26436857248,0;31256284545,0;31584210365,0;33293199095,0;34733000536,0;52544000117,0;72436777342,0;52438647922,0;51169499891,0;56781000101,0;58082870156,0;69252328953,0;76961923742,0;78676842366,0;84307486837,0;103979000000,0;79092001998,0;88416668900,0;110934000000,0;111106000000,0;126207000000,0;76636898036,0;141352000000,0;189720000000,0;228779000000,0;236754000000,0;257440000000,0;258032000000,0;272150000000,0;292859000000,0;298948000000,0;283523000000,0;284204000000,0;268697000000,0;102040000000,0;129597000000,0;183296000000,0;222908000000,0;264490000000,0;329761000000,0;406004000000,0;378496000000,0;462704000000,0;557727000000,0;603153000000,0;609889000000,0
ARG;GDP per capita (Constant 2005 USD);NY.GDP.PCAP.KD;3732,330981;3871,977071;3778,406097;3522,337065;3820,330238;4161,616376;4074,74652;4145,686613;4284,390074;4630,764934;4698,99485;4884,984546;4881,375051;4933,143974;5118,601775;5033,941752;4855,354103;5113,652406;4811,06204;5224,720963;5360,610211;4979,475104;4660,973154;4768,177581;4800,067651;4369,546427;4643,877835;4708,969156;4522,214511;4123,76176;3968,768145;4410,718568;4871,757278;5092,509085;5321,186561;5105,401225;5321,72873;5684,591029;5835,0276;5574,923919;5472,709088;5179,454263;4571,737221;4930,813433;5328,56013;5767,657012;6195,384942;;;;;;;
ARG;Global leasing volume to GDP (%);GFDD.OI.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,344000012;0,246000007;0,156000003;;;0,360000014;0,189999998;0,270000011;2,920000076;0,430000007;0,370000005;0,25;0,319999993;0,230000004;
ARG;GNI (Current USD);NY.GNP.MKTP.CD;;;25083407627,0;18744951948,0;26267861213,0;29078234019,0;29796191128,0;24344243037,0;26044571826,0;31036571603,0;30396317996,0;33634600190,0;34199500221,0;52722220653,0;72679890117,0;53148109438,0;51185002821,0;56339203223,0;57716474116,0;68626165141,0;76286574003,0;76842107526,0;79243829293,0;98072174235,0;74996801895,0;83672502114,0;105922000000,0;105943000000,0;120716000000,0;70219462542,0;135150000000,0;183857000000,0;224522000000,0;233681000000,0;253744000000,0;253363000000,0;266648000000,0;286641000000,0;291542000000,0;276059000000,0;276656000000,0;260970000000,0;94675108544,0;121640000000,0;174015000000,0;215601000000,0;258348000000,0;323856000000,0;398486000000,0;369578000000,0;451418000000,0;545311000000,0;590709000000,0;599313000000,0
ARG;Gross portfolio debt assets to GDP (%);GFDD.DM.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,09899998;12,36900043;0,43900001;0,796000004;0,675000012;0,615999997;0,063000001;0,057;0,052000001;0,414999992;0,524999976;0,096000001;0,037;0,035;0,037
ARG;Gross portfolio debt liabilities to GDP (%);GFDD.DM.10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26,3239994;26,32500076;11,9119997;20,48600006;21,85400009;22,02300072;17,08200073;19,38500023;16,08300018;4,677999973;8,279000282;9,836000443;6,612999916;5,922999859;6,627999783
ARG;Gross portfolio equity assets to GDP (%);GFDD.DM.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,011;0,015;0,016000001;0,028999999;0,048999999;0,048;0,041999999;0,033;0,022;0,017000001;0,017999999;0,017000001;0,014;0,015;0,017000001
ARG;Gross portfolio equity liabilities to GDP (%);GFDD.DM.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,951999903;1,279999971;0,819999993;0,843999982;1,641000032;1,547000051;1,363000035;2,262000084;2,586999893;0,759000003;1,126999974;1,453999996;0,754000008;0,874000013;1,289999962
ARG;H-statistic;GFDD.OI.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,467000008;0,389999986;0,34799999;0,333000004
ARG;Insurance company assets to GDP (%);GFDD.DI.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,151000023;;;2,575000048;2,441999912;2,174999952;2,894000053;2,789999962;2,851999998;3,140000105;
ARG;International debt issues to GDP (%);GFDD.DM.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,15090466;15,99773216;17,93153763;20,431633;23,05332947;26,36190796;28,83659554;32,15172958;63,95893478;74,09922791;57,12492371;43,65779495;27,74190712;23,94560242;17,96847153;15,6852541;13,9263773;11,63334942;10,62308884;10,23130512
ARG;Investments financed by banks (%);GFDD.AI.34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,4;;;;13,9;;;
ARG;Investments financed by equity or stock sales (%);GFDD.AM.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,5;;;;4,2;;;
ARG;Lerner index;GFDD.OI.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,204334;0,189069;0,147862;0,219098811;0,245503955;0,187114907;0,090142;0,054835;0,220738;0,349451437;0,345391968;0,188706364;0,226037397;0,262729146;0,293377378;0,340704648;0,336660086;0,296611535
ARG;Life insurance premium volume to GDP (%);GFDD.DI.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,289999992;0,239999995;0,316000015;0,379999995;0,400000006;0,505999982;0,469000012;0,514999986;0,65200001;0,754000008;0,963999987;1,138000011;1,16900003;0,702000022;0,712000012;0,815999985;0,693000019;0,68900001;0,609000027;0,479999989;0,395000011;0,414999992;0,486999989;0,412
ARG;Liquid assets to deposits and short term funding (%);GFDD.SI.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,57567024;12,20231915;14,53990841;15,10083675;13,92220306;24,71672249;25,86941528;28,58670044;36,01076889;37,92354584;37,82907104;44,88037109;36,3935318;40,39720154;39,41337967;32,09302139
ARG;Liquid liabilities in millions USD (2000 constant);GFDD.OI.07;19679,07227;19495,36133;13166,8457;17580,55273;21580,99805;21679,41797;21400,4375;22644,52539;27948,91016;32261,97461;32339,19531;25403,27539;52405,64453;84293,625;112019,0703;21665,51758;21182,34766;33546,14453;50196,64453;78072,64844;109120,2344;56324,46094;17346,43359;17431,51172;16276,21973;18543,27539;24875,16992;21065,75977;30685,26563;5048,336426;18508,97852;24270,22656;38730,09375;54794,33203;62741,08203;59217,70313;68157,34375;84005,04688;91320,55469;92505,21875;90889,10156;71976,09375;25305,2793;36792,77344;42499,30469;49060,73047;57006,18359;66296,32813;65192,55078;67516,8125;84598,70313;95604,0;110845,2578;104498,7734
ARG;Liquid liabilities to GDP (%);GFDD.DI.05;;30,40047073;33,81399918;20,14666748;17,85331726;19,47740936;19,7674427;23,4776783;26,34548759;28,60883331;32,96965027;27,35164642;26,96555138;29,14162254;33,02595139;40,18284988;25,19381332;29,15657043;37,16796875;36,06840515;27,64832497;31,41193962;26,43066597;22,30215263;22,93060303;16,85181808;18,46071243;22,95250893;24,32562065;32,1687355;12,64575386;9,350883484;11,87162781;16,79333115;19,72576523;20,74554634;21,01106834;23,92488289;27,48447227;30,65791321;31,60054779;30,23814583;30,4434433;27,10080338;28,77883911;30,23122787;29,39127731;28,83657074;25,95534134;26,53861427;26,78657913;26,95279694;30,1523819;25,5209198
ARG;Loan from a financial institution in the past year (% age 15+);GFDD.AI.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6,591723919;;
ARG;Loan from a private lender in the past year (% age 15+);GFDD.AI.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,882812381;;
ARG;Loan from an employer in the past year (% age 15+);GFDD.AI.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,012303948;;
ARG;Loan from family or friends in the past year (% age 15+);GFDD.AI.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7,088284016;;
ARG;Loan in the past year (% age 15+);GFDD.AI.14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15,55426979;;
